10001100011000110001101011111110101;W
10001110111011110101101011010101010;W
10001010100010000100001000101010001;X
10001010100111000100011100101010001;X
01010010100010000100001000101001010;X
10001010100010000100011101010110001;X
10001100010101000100010101000110001;X
11111101010010000100001000101011111;X
00100010101010100100101010101000100;X
10001010100010001110001000101010001;X
10001010100010011111001000101010001;X
10001010100010000100001000010000100;Y
10001100010101000100001000010000100;Y
10101010100101000100001000010000100;Y
10001010100111000100001000010000100;Y
01010010100010000100001000010000100;Y
11011010100010000100001000010000100;Y
10001010100101001110000100001000010;Y
00000100010101000100001000010000100;Y
10001101010010000100001000010000100;Y
11111101010010000100001000010000100;Y
11111000010001000100010001000011111;Z
11111000110011001100110011000111111;Z
01111000010001000100010001000011110;Z
11111000010001100111011000100001111;Z
11111000010000100111110001000011111;Z
00000111110000100010001000100111110;Z
11111111110001100110011001111111111;Z
11100001100011001100110011000111000;Z
11111000010001001110010001000011111;Z
